opis;dzielnica;pokoje;cena;metraz;cena_za_metr;link;data;
Magiczna Nowa Huta;: Nowa Huta;2 pokoje;375000;53,00;7 075;https://www.otodom.pl/oferta/magiczna-nowa-huta-ID40MAU.html#1648feefcb;2019-07-03 16:06:51.503944;
Na parterze;: Nowa Huta;2 pokoje;285000;48,30;5 901;https://www.otodom.pl/oferta/na-parterze-ID41l8d.html#1648feefcb;2019-07-03 16:06:51.503944;
Mieszkanie inwestycyjne BEZPOŒREDNIO;: ma³opolskie;2 pokoje;425000;36,63;11 603;https://www.otodom.pl/oferta/mieszkanie-inwestycyjne-bezposrednio-ID41itC.html#1648feefcb;2019-07-03 16:06:51.503944;
Mieszkanie 2 pokoje Podgórze P³aszów ul. Przewóz;: Podgórze, P³aszów;2 pokoje;420000;47,79;8 788;https://www.otodom.pl/oferta/mieszkanie-2-pokoje-podgorze-plaszow-ul-przewoz-ID41jLy.html#1648feefcb;2019-07-03 16:06:51.504446;
3 Pok / W. Justowska / r. Che³mskie / Garaz;: Zwierzyniec, Wola Justowska;3 pokoje;640000;75,00;8 533;https://www.otodom.pl/oferta/3-pok-w-justowska-r-chelmskie-garaz-ID41itj.html#1648feefcb;2019-07-03 16:06:51.504446;
S³oneczne mieszkanie z balkonem!;: Pr¹dnik Bia³y, Bronowice Wielkie;1 pokój;260000;30,00;8 667;https://www.otodom.pl/oferta/sloneczne-mieszkanie-z-balkonem-ID41ita.html#1648feefcb;2019-07-03 16:06:51.504446;
3-pokojowe, wysoki standard, zielona okolica;: Swoszowice, Kosocice;3 pokoje;409000;57,54;7 108;https://www.otodom.pl/oferta/3-pokojowe-wysoki-standard-zielona-okolica-ID41isu.html#1648feefcb;2019-07-03 16:06:51.504446;
Podgórze Duchackie 33,3 m2;: Podgórze Duchackie, Kurdwanów;1 pokój;275000;33,30;8 258;https://www.otodom.pl/oferta/podgorze-duchackie-33-3-m2-ID41iro.html#1648feefcb;2019-07-03 16:06:51.504947;
Azory Ró¿yckiego 3 pokoje 44 m2;: Pr¹dnik Bia³y;3 pokoje;375000;44,00;8 523;https://www.otodom.pl/oferta/azory-rozyckiego-3-pokoje-44-m2-ID41irn.html#1648feefcb;2019-07-03 16:06:51.504947;
Mieszkanie 52m2 Opolska;: Krowodrza, Krowodrza Górka;3 pokoje;395000;52,00;7 596;https://www.otodom.pl/oferta/mieszkanie-52m2-opolska-ID41irk.html#1648feefcb;2019-07-03 16:06:51.504947;
3 pokoje z tarasem i gara¿em Bie¿anów;: Bie¿anów-Prokocim;3 pokoje;310000;48,02;6 456;https://www.otodom.pl/oferta/3-pokoje-z-tarasem-i-garazem-biezanow-ID41iqF.html#1648feefcb;2019-07-03 16:06:51.504947;
Mieszkanie, 96 m?, Kraków;: ma³opolskie;4 pokoje;1500000;96,00;15 625;https://www.otodom.pl/oferta/mieszkanie-96-m-krakow-ID41ipf.html#1648feefcb;2019-07-03 16:06:51.505449;
3 pokoje, Bronowice ,zielona okolica;: Bronowice, Bronowice Ma³e;3 pokoje;359000;46,00;7 804;https://www.otodom.pl/oferta/3-pokoje-bronowice-zielona-okolica-ID41ioD.html#1648feefcb;2019-07-03 16:06:51.505449;
3 pokoje z ogródkiem lub balkonem ok. Ojcowskiej;: Pr¹dnik Bia³y, Bronowice Wielkie;3 pokoje;452000;66,00;6 848;https://www.otodom.pl/oferta/3-pokoje-z-ogrodkiem-lub-balkonem-ok-ojcowskiej-ID41ioA.html#1648feefcb;2019-07-03 16:06:51.505449;
Nowoczesne 3 pokojowe mieszkanie do wejœcia!!;: Dêbniki;3 pokoje;699000;69,00;10 130;https://www.otodom.pl/oferta/nowoczesne-3-pokojowe-mieszkanie-do-wejscia-ID41inV.html#1648feefcb;2019-07-03 16:06:51.505449;
Przestronne mieszkanie w malowniczej okolicy;: Dêbniki;5 pokoi;478000;99,50;4 804;https://www.otodom.pl/oferta/przestronne-mieszkanie-w-malowniczej-okolicy-ID41inQ.html#1648feefcb;2019-07-03 16:06:51.505449;
Odbiór Wrzesieñ 2pok z Tarasem i gara¿em w cenie;: Bie¿anów-Prokocim;2 pokoje;245127;37,31;6 570;https://www.otodom.pl/oferta/odbior-wrzesien-2pok-z-tarasem-i-garazem-w-cenie-ID41inO.html#1648feefcb;2019-07-03 16:06:51.505950;
3 pokoje - 2 balkony z gara¿em w cenie - wrzesieñ!;: Bie¿anów-Prokocim;3 pokoje;412055;67,55;6 100;https://www.otodom.pl/oferta/3-pokoje-2-balkony-z-garazem-w-cenie-wrzesien-ID41inP.html#1648feefcb;2019-07-03 16:06:51.505950;
Odbiór Wrzesieñ kawalerka z gara¿em w cenie;: Bie¿anów-Prokocim;2 pokoje;225183;33,71;6 680;https://www.otodom.pl/oferta/odbior-wrzesien-kawalerka-z-garazem-w-cenie-ID41inM.html#1648feefcb;2019-07-03 16:06:51.505950;
Odbiór Wrzesieñ 2pok z Tarasem i gara¿em w cenie;: Bie¿anów-Prokocim;2 pokoje;298591;46,15;6 470;https://www.otodom.pl/oferta/odbior-wrzesien-2pok-z-tarasem-i-garazem-w-cenie-ID41inN.html#1648feefcb;2019-07-03 16:06:51.505950;
Mieszkanie z widokiem na £¹ki Nowohuckie / 72 m2;: Nowa Huta;3 pokoje;450000;72,36;6 219;https://www.otodom.pl/oferta/mieszkanie-z-widokiem-na-laki-nowohuckie-72-m2-ID41ikO.html#1648feefcb;2019-07-03 16:06:51.506451;
2 pokoje z jasn¹ kuchni¹ 46m? rozk³adowe, loggia;: Grzegórzki, Olsza;2 pokoje;375000;46,00;8 152;https://www.otodom.pl/oferta/2-pokoje-z-jasna-kuchnia-46m-rozkladowe-loggia-ID41iiO.html#1648feefcb;2019-07-03 16:06:51.506451;
3 pokoje 44m?, balkon, piwnica;: Pr¹dnik Bia³y, Azory;3 pokoje;299900;44,00;6 816;https://www.otodom.pl/oferta/3-pokoje-44m-balkon-piwnica-ID41iiC.html#1648feefcb;2019-07-03 16:06:51.506451;
3 pokoje z jasn¹ kuchni¹ 52m?, balkon, piwnica;: Krowodrza;3 pokoje;395000;52,00;7 596;https://www.otodom.pl/oferta/3-pokoje-z-jasna-kuchnia-52m-balkon-piwnica-ID41iit.html#1648feefcb;2019-07-03 16:06:51.506451;
3 pokoje jasna kuchnia 63m? Akt Notarialny Gratis;: Pr¹dnik Czerwony, Rakowice;3 pokoje;449000;63,00;7 127;https://www.otodom.pl/oferta/3-pokoje-jasna-kuchnia-63m-akt-notarialny-gratis-ID41iij.html#1648feefcb;2019-07-03 16:06:51.506451;
Dwupokojowe, eleganckie, du¿y taras!;: ma³opolskie;2 pokoje;550000;53,00;10 377;https://www.otodom.pl/oferta/dwupokojowe-eleganckie-duzy-taras-ID41iie.html#1648feefcb;2019-07-03 16:06:51.506953;
2 pokoje z jasn¹ kuchni¹ 56m?, blok z ceg³y,loggia;: Pr¹dnik Czerwony, Ugorek;2 pokoje;455000;56,00;8 125;https://www.otodom.pl/oferta/2-pokoje-z-jasna-kuchnia-56m-blok-z-cegly-loggia-ID41ii7.html#1648feefcb;2019-07-03 16:06:51.506953;
2 pokoje z jasn¹ kuchni¹ 46m?, 3 pietro, balkon;: Krowodrza;2 pokoje;348000;46,00;7 565;https://www.otodom.pl/oferta/2-pokoje-z-jasna-kuchnia-46m-3-pietro-balkon-ID41ihS.html#1648feefcb;2019-07-03 16:06:51.506953;
(69,63m)...Przepiêkne dla Rodziny.- ul.Mieczykowa.;: Dêbniki, Kliny-Zacisze;3 pokoje;539000;69,63;7 741;https://www.otodom.pl/oferta/69-63m-przepiekne-dla-rodziny-ul-mieczykowa-ID41hr0.html#dfd4187db9;2019-07-03 16:06:52.441444;
Gara¿ i komórka w cenie. Bronowice. Starego Dêbu.;: Bronowice, Mydlniki;2 pokoje;410000;54,44;7 531;https://www.otodom.pl/oferta/garaz-i-komorka-w-cenie-bronowice-starego-debu-ID41kwd.html#dfd4187db9;2019-07-03 16:06:52.441945;
Magiczna Nowa Huta;: Nowa Huta;2 pokoje;375000;53,00;7 075;https://www.otodom.pl/oferta/magiczna-nowa-huta-ID40MAU.html#dfd4187db9;2019-07-03 16:06:52.442446;
Du¿e, bardzo ³adne mieszkanie na osiedlu Ruczaj;: Podgórze;4 pokoje;810000;89,93;9 007;https://www.otodom.pl/oferta/duze-bardzo-ladne-mieszkanie-na-osiedlu-ruczaj-ID41kKf.html#dfd4187db9;2019-07-03 16:06:52.442446;
2 lub 3 pokoje os.bohaterów wrzeœnia 22 do remontu;: ma³opolskie;2 pokoje;274000;38,06;7 199;https://www.otodom.pl/oferta/2-lub-3-pokoje-os-bohaterow-wrzesnia-22-do-remontu-ID41jwo.html#dfd4187db9;2019-07-03 16:06:52.442947;
2 pokoje z jasn¹ kuchni¹ 45m?, piwnica;: Krowodrza;2 pokoje;343000;45,00;7 622;https://www.otodom.pl/oferta/2-pokoje-z-jasna-kuchnia-45m-piwnica-ID41ihv.html#dfd4187db9;2019-07-03 16:06:52.442947;
Mieszkanie, 48 m?, Kraków;: Grzegórzki;2 pokoje;420000;48,00;8 750;https://www.otodom.pl/oferta/mieszkanie-48-m-krakow-ID41ihi.html#dfd4187db9;2019-07-03 16:06:52.442947;
Kapelanka 69m2 1p./7 blok 2010 r. Wysoki standard;: Dêbniki;3 pokoje;690000;69,00;10 000;https://www.otodom.pl/oferta/kapelanka-69m2-1p-7-blok-2010-r-wysoki-standard-ID41ihh.html#dfd4187db9;2019-07-03 16:06:52.443449;
72,9 m2 / ¯abiniec / Bezpoœrednio / z ogródkiem;: Pr¹dnik Czerwony;3 pokoje;560000;72,90;7 682;https://www.otodom.pl/oferta/72-9-m2-zabiniec-bezposrednio-z-ogrodkiem-ID41igd.html#dfd4187db9;2019-07-03 16:06:52.443449;
3-Pokojowe W Kameralnym Budownictwie;: Bronowice, Bronowice Ma³e;3 pokoje;660000;76,00;8 684;https://www.otodom.pl/oferta/3-pokojowe-w-kameralnym-budownictwie-ID41ied.html#dfd4187db9;2019-07-03 16:06:52.443950;
Widokowe, dwupokojowe mieszkanie Azory.;: Pr¹dnik Bia³y, Azory;2 pokoje;300000;34,50;8 696;https://www.otodom.pl/oferta/widokowe-dwupokojowe-mieszkanie-azory-ID41ic1.html#dfd4187db9;2019-07-03 16:06:52.443950;
Du¿y, przestronny apartament na Krowodrzy!!!;: Krowodrza;4 pokoje;1150000;200,00;5 750;https://www.otodom.pl/oferta/duzy-przestronny-apartament-na-krowodrzy-ID41ib9.html#dfd4187db9;2019-07-03 16:06:52.443950;
Komfortowe -BEZ POŒREDNIKÓW;: Zwierzyniec, Salwator;1 pokój;333000;37,00;9 000;https://www.otodom.pl/oferta/komfortowe-mieszkanie-na-sprzedaz-bez-posrednikow-ID41ia4.html#dfd4187db9;2019-07-03 16:06:52.444451;
Promocyjna cena - przedsprzeda¿;: Bie¿anów-Prokocim;3 pokoje;378305;52,18;7 250;https://www.otodom.pl/oferta/promocyjna-cena-przedsprzedaz-ID41i5i.html#dfd4187db9;2019-07-03 16:06:52.444451;
Promocyjna cena - przedsprzeda¿;: Bie¿anów-Prokocim;2 pokoje;348999;51,10;6 830;https://www.otodom.pl/oferta/promocyjna-cena-przedsprzedaz-ID41i5h.html#dfd4187db9;2019-07-03 16:06:52.444451;
Promocyjna cena - przedsprzeda¿;: Bie¿anów-Prokocim;2 pokoje;418554;51,00;8 207;https://www.otodom.pl/oferta/promocyjna-cena-przedsprzedaz-ID41i5g.html#dfd4187db9;2019-07-03 16:06:52.444953;
Komfortowe mieszkanie na zamkniêtym osiedlu;: Mistrzejowice;3 pokoje;350000;50,00;7 000;https://www.otodom.pl/oferta/komfortowe-mieszkanie-na-zamknietym-osiedlu-ID41i5f.html#dfd4187db9;2019-07-03 16:06:52.444953;
Przestronny apartament z dwoma balkonami;: Pr¹dnik Czerwony;3 pokoje;674000;81,00;8 321;https://www.otodom.pl/oferta/przestronny-apartament-z-dwoma-balkonami-ID41i5e.html#dfd4187db9;2019-07-03 16:06:52.444953;
Komfortowe mieszkanie idealne dla pary;: Pr¹dnik Czerwony;2 pokoje;393000;42,00;9 357;https://www.otodom.pl/oferta/komfortowe-mieszkanie-idealne-dla-pary-ID41i5d.html#dfd4187db9;2019-07-03 16:06:52.444953;
Cudowne mieszkanie z ogromnym zielonym tarasem;: Pr¹dnik Czerwony;2 pokoje;412000;44,00;9 364;https://www.otodom.pl/oferta/cudowne-mieszkanie-z-ogromnym-zielonym-tarasem-ID41i5c.html#dfd4187db9;2019-07-03 16:06:52.445454;
Apartament dla najbardziej wymagaj¹cych;: Pr¹dnik Czerwony;3 pokoje;487000;56,00;8 696;https://www.otodom.pl/oferta/apartament-dla-najbardziej-wymagajacych-ID41i5b.html#dfd4187db9;2019-07-03 16:06:52.445454;
Cudowny apartament z du¿ym zielonym tarasem;: Grzegórzki;4 pokoje;1029000;101000,00;10;https://www.otodom.pl/oferta/cudowny-apartament-z-duzym-zielonym-tarasem-ID41i59.html#dfd4187db9;2019-07-03 16:06:52.445956;
Jasny komfortowy apartament z du¿ym balkonem;: Grzegórzki;3 pokoje;560000;55,00;10 182;https://www.otodom.pl/oferta/jasny-komfortowy-apartament-z-duzym-balkonem-ID41i55.html#dfd4187db9;2019-07-03 16:06:52.445956;
Przestronny apartament z loggi¹;: Grzegórzki;3 pokoje;610000;59,00;10 339;https://www.otodom.pl/oferta/przestronny-apartament-z-loggia-ID41i57.html#dfd4187db9;2019-07-03 16:06:52.445956;
Apartament z loggi¹ oraz du¿ym zielonym tarasem;: Grzegórzki;3 pokoje;658000;65,00;10 123;https://www.otodom.pl/oferta/apartament-z-loggia-oraz-duzym-zielonym-tarasem-ID41i54.html#dfd4187db9;2019-07-03 16:06:52.446457;
Promocyjna cena - przedsprzeda¿;: Bie¿anów-Prokocim;3 pokoje;418554;61,00;6 862;https://www.otodom.pl/oferta/promocyjna-cena-przedsprzedaz-ID41i3g.html#dfd4187db9;2019-07-03 16:06:52.446958;
Promocyjna cena - przedsprzeda¿;: Bie¿anów-Prokocim;2 pokoje;298516;40,34;7 400;https://www.otodom.pl/oferta/promocyjna-cena-przedsprzedaz-ID41i3c.html#dfd4187db9;2019-07-03 16:06:52.446958;
Sprzedamy nieruchomoœæ lokalow¹ w Centrum Krakowa;: Stare Miasto, Kazimierz;1 pokój;225000;16,93;13 290;https://www.otodom.pl/oferta/sprzedamy-nieruchomosc-lokalowa-w-centrum-krakowa-ID41i1L.html#dfd4187db9;2019-07-03 16:06:52.447460;
Bezpoœrednio kawalerka po remoncie;: ma³opolskie;1 pokój;270000;19,16;14 092;https://www.otodom.pl/oferta/bezposrednio-kawalerka-po-remoncie-ID41iup.html#dfd4187db9;2019-07-03 16:06:53.421058;
Mieszkanie inwestycyjne BEZPOŒREDNIO;: ma³opolskie;4 pokoje;365000;46,05;7 926;https://www.otodom.pl/oferta/mieszkanie-inwestycyjne-bezposrednio-ID41isS.html#dfd4187db9;2019-07-03 16:06:53.421559;
Mieszkanie Wola Duchacka, ul. Go³aœka;: Podgórze Duchackie, Wola Duchacka;3 pokoje;320000;52,00;6 154;https://www.otodom.pl/oferta/mieszkanie-wola-duchacka-ul-golaska-ID41jn6.html#dfd4187db9;2019-07-03 16:06:53.421559;
Krowodrza Górka - mieszkanie 3 pokojowe, blok 2004;: Krowodrza;3 pokoje;410000;47,70;8 595;https://www.otodom.pl/oferta/krowodrza-gorka-mieszkanie-3-pokojowe-blok-2004-ID41kaN.html#dfd4187db9;2019-07-03 16:06:54.413201;
Sprzedam 2 pok. 45m2 na ul. Wielickiej;: Podgórze;2 pokoje;436000;45,00;9 689;https://www.otodom.pl/oferta/sprzedam-2-pok-45m2-na-ul-wielickiej-ID41k6p.html#dfd4187db9;2019-07-03 16:06:54.413201;
3-pok + kuchnia, wysoki standard, WROC£AWSKA;: Krowodrza;3 pokoje;409990;40,00;10 250;https://www.otodom.pl/oferta/3-pok-kuchnia-wysoki-standard-wroclawska-ID41k8U.html#dfd4187db9;2019-07-03 16:06:55.448984;
ul.Armii Krajowej. Widok Niesamowity. 76,81m.;: Bronowice;3 pokoje;645000;76,81;8 397;https://www.otodom.pl/oferta/ul-armii-krajowej-widok-niesamowity-76-81m-ID41hr1.html#24f2434338;2019-07-04 12:08:50.520974;
(69,63m)...Przepiêkne dla Rodziny.- ul.Mieczykowa.;: Dêbniki, Kliny-Zacisze;3 pokoje;539000;69,63;7 741;https://www.otodom.pl/oferta/69-63m-przepiekne-dla-rodziny-ul-mieczykowa-ID41hr0.html#24f2434338;2019-07-04 12:08:50.521476;
Gara¿ i komórka w cenie. Bronowice. Starego Dêbu.;: Bronowice, Mydlniki;2 pokoje;410000;54,44;7 531;https://www.otodom.pl/oferta/garaz-i-komorka-w-cenie-bronowice-starego-debu-ID41kwd.html#24f2434338;2019-07-04 12:08:50.521476;
Magiczna Nowa Huta;: Nowa Huta;2 pokoje;375000;53,00;7 075;https://www.otodom.pl/oferta/magiczna-nowa-huta-ID40MAU.html#24f2434338;2019-07-04 12:08:50.521476;
Królewska 37m2, BALKON, II piêtro !!!;: Stare Miasto;1 pokój;420000;37,47;11 209;https://www.otodom.pl/oferta/krolewska-37m2-balkon-ii-pietro-ID41lFy.html#24f2434338;2019-07-04 12:08:50.521978;
Sprzedam 2 pok. 45m2 na ul. Wielickiej;: Podgórze;2 pokoje;436000;45,00;9 689;https://www.otodom.pl/oferta/sprzedam-2-pok-45m2-na-ul-wielickiej-ID41k6p.html#24f2434338;2019-07-04 12:08:50.521978;
3 pokoje, balkon, Stare Dêbniki, Praska Park;: Dêbniki, Stare Dêbniki;3 pokoje;630000;56,56;11 139;https://www.otodom.pl/oferta/3-pokoje-balkon-stare-debniki-praska-park-ID41jb1.html#24f2434338;2019-07-04 12:08:50.521978;
Sprzedam mieszkanie 38m2 Stachiewicza I pietro;: Pr¹dnik Bia³y, Azory;2 pokoje;300000;38,00;7 895;https://www.otodom.pl/oferta/sprzedam-mieszkanie-38m2-stachiewicza-i-pietro-ID41mfq.html#24f2434338;2019-07-04 12:08:50.521978;
Mieszkanie idealne na wynajem – ul. Bracka;: Stare Miasto;2 pokoje;1590000;66,00;24 091;https://www.otodom.pl/oferta/mieszkanie-idealne-na-wynajem-ul-bracka-ID41jz0.html#24f2434338;2019-07-04 12:08:50.522479;
2 Pokoje Nowe Telimeny ,Bie¿anów,Ogródek;: Bie¿anów-Prokocim;2 pokoje;272900;36,50;7 477;https://www.otodom.pl/oferta/2-pokoje-nowe-telimeny-biezanow-ogrodek-ID41meR.html#24f2434338;2019-07-04 12:08:50.522479;
3 pokojowe mieszkanie;: Krowodrza;3 pokoje;409000;40,00;10 225;https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-ID41meP.html#24f2434338;2019-07-04 12:08:50.522479;
2 pokojowe mieszkanie, Podgórze Duchackie;: Podgórze Duchackie;2 pokoje;355000;50,90;6 974;https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-podgorze-duchackie-ID41meM.html#24f2434338;2019-07-04 12:08:50.522980;
2 pokojowe mieszkanie, Bieñczyce;: Nowa Huta;2 pokoje;269000;42,50;6 329;https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-bienczyce-ID41meN.html#24f2434338;2019-07-04 12:08:50.522980;
2 pokojowe mieszkanie, Pr¹dnik Czerwony;: Pr¹dnik Czerwony;2 pokoje;282500;38,00;7 434;https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-pradnik-czerwony-ID41meO.html#24f2434338;2019-07-04 12:08:50.522980;
BEZPOŒREDNIO os. Na Skarpie 2 pokoje, 33,7m2,;: Nowa Huta;2 pokoje;235800;33,70;6 997;https://www.otodom.pl/oferta/bezposrednio-os-na-skarpie-2-pokoje-33-7m2-ID41jKn.html#24f2434338;2019-07-04 12:08:50.522980;
3 pokoje Pó³noc Krakowa;: Pr¹dnik Bia³y;3 pokoje;379440;47,43;8 000;https://www.otodom.pl/oferta/3-pokoje-polnoc-krakowa-ID41l7Y.html#24f2434338;2019-07-04 12:08:50.523482;
Przestronne trzypokojowe mieszkanie, 84m2, Kliny;: Dêbniki, Kliny-Zacisze;2 pokoje;317850;48,90;6 500;https://www.otodom.pl/oferta/przestronne-trzypokojowe-mieszkanie-84m2-kliny-ID41lcT.html#24f2434338;2019-07-04 12:08:50.523482;
Tanie dwa pokoje;: Pr¹dnik Bia³y;2 pokoje;244900;31,00;7 900;https://www.otodom.pl/oferta/tanie-dwa-pokoje-ID41lF1.html#24f2434338;2019-07-04 12:08:50.523482;
Tanie 3 pokoje z ogrodem;: Pr¹dnik Bia³y;3 pokoje;431200;56,00;7 700;https://www.otodom.pl/oferta/tanie-3-pokoje-z-ogrodem-ID41lHl.html#24f2434338;2019-07-04 12:08:50.523983;
Tanie 3 pokoje z ogrodem;: Pr¹dnik Bia³y;3 pokoje;431200;56,00;7 700;https://www.otodom.pl/oferta/tanie-3-pokoje-z-ogrodem-ID41lHm.html#24f2434338;2019-07-04 12:08:50.523983;
œw.Jacka, Zakrzówek, trzypokojowe 55,7 m2 sprzedam;: Dêbniki, Zakrzówek;3 pokoje;505000;55,70;9 066;https://www.otodom.pl/oferta/sw-jacka-zakrzowek-trzypokojowe-55-7-m2-sprzedam-ID41mdt.html#24f2434338;2019-07-04 12:08:50.524490;
"8 przystanków od AGH- MPK pod blokiem ""Meiera-Kupu";: Pr¹dnik Czerwony;1 pokój;257000;35,34;7 272;https://www.otodom.pl/oferta/8-przystankow-od-agh-mpk-pod-blokiem-meiera-kupu-ID41mbe.html#24f2434338;2019-07-04 12:08:50.524987;
Œliczne, funkcjonalne, nowoczesne ma³e mieszkanie;: Nowa Huta, Czy¿yny;1 pokój;258000;25,50;10 118;https://www.otodom.pl/oferta/sliczne-funkcjonalne-nowoczesne-male-mieszkanie-ID41lhF.html#24f2434338;2019-07-04 12:08:50.524987;
Bie¿anów- 3 pokoje, balkon - nowa inwestycja!;: Bie¿anów-Prokocim, Bie¿anów;3 pokoje;374898;51,71;7 250;https://www.otodom.pl/oferta/biezanow-3-pokoje-balkon-nowa-inwestycja-ID41ma3.html#24f2434338;2019-07-04 12:08:50.524987;
Bie¿anów-Prokocim- 2 pokoje, balkon, po³udnie!;: Bie¿anów-Prokocim, Bie¿anów;2 pokoje;298516;40,34;7 400;https://www.otodom.pl/oferta/biezanow-prokocim-2-pokoje-balkon-poludnie-ID41ma1.html#24f2434338;2019-07-04 12:08:50.525490;
Bie¿anów- Prokocim - 3 pokoje, 2 sypialnie! Okazja;: Bie¿anów-Prokocim, Bie¿anów;3 pokoje;378305;52,18;7 250;https://www.otodom.pl/oferta/biezanow-prokocim-3-pokoje-2-sypialnie-okazja-ID41m9n.html#24f2434338;2019-07-04 12:08:50.526493;
Bie¿anów - 3 pokoje/60m2/1 piêtro - Okazja!;: Bie¿anów-Prokocim, Bie¿anów;3 pokoje;391477;60,32;6 490;https://www.otodom.pl/oferta/biezanow-3-pokoje-60m2-1-pietro-okazja-ID41m9m.html#24f2434338;2019-07-04 12:08:50.526994;
Bie¿anów- 2 pokoje, balkon - nowa inwestycja!;: Bie¿anów-Prokocim, Bie¿anów;2 pokoje;356871;50,62;7 050;https://www.otodom.pl/oferta/biezanow-2-pokoje-balkon-nowa-inwestycja-ID41m9l.html#24f2434338;2019-07-04 12:08:50.527994;
Bie¿anów-Prokocim- 3 pokoje, œwietny rozk³ad!;: Bie¿anów-Prokocim, Bie¿anów;3 pokoje;381969;54,18;7 050;https://www.otodom.pl/oferta/biezanow-prokocim-3-pokoje-swietny-rozklad-ID41m9j.html#24f2434338;2019-07-04 12:08:50.528495;
Bie¿anów - 3 pokoje/ogród/ nowa inwestycja!;: Bie¿anów-Prokocim, Bie¿anów;3 pokoje;418554;60,66;6 900;https://www.otodom.pl/oferta/biezanow-3-pokoje-ogrod-nowa-inwestycja-ID41m9h.html#24f2434338;2019-07-04 12:08:50.528495;
Bie¿anów - 3 pokoje/balkon/ nowa inwestycja!;: Bie¿anów-Prokocim, Bie¿anów;3 pokoje;390034;56,12;6 950;https://www.otodom.pl/oferta/biezanow-3-pokoje-balkon-nowa-inwestycja-ID41m9i.html#24f2434338;2019-07-04 12:08:50.528996;
(69,63m)...Przepiêkne dla Rodziny.- ul.Mieczykowa.;: Dêbniki, Kliny-Zacisze;3 pokoje;539000;69,63;7 741;https://www.otodom.pl/oferta/69-63m-przepiekne-dla-rodziny-ul-mieczykowa-ID41hr0.html#b7c17405d5;2019-07-04 12:08:51.507599;
Gara¿ i komórka w cenie. Bronowice. Starego Dêbu.;: Bronowice, Mydlniki;2 pokoje;410000;54,44;7 531;https://www.otodom.pl/oferta/garaz-i-komorka-w-cenie-bronowice-starego-debu-ID41kwd.html#b7c17405d5;2019-07-04 12:08:51.508100;
ul.Armii Krajowej. Widok Niesamowity. 76,81m.;: Bronowice;3 pokoje;645000;76,81;8 397;https://www.otodom.pl/oferta/ul-armii-krajowej-widok-niesamowity-76-81m-ID41hr1.html#b7c17405d5;2019-07-04 12:08:51.508100;
Magiczna Nowa Huta;: Nowa Huta;2 pokoje;375000;53,00;7 075;https://www.otodom.pl/oferta/magiczna-nowa-huta-ID40MAU.html#b7c17405d5;2019-07-04 12:08:51.508100;
Kraków, Olsza, Ugorek || Ciesz siê przestrzeni¹!;: Pr¹dnik Czerwony;3 pokoje;444000;50,00;8 880;https://www.otodom.pl/oferta/krakow-olsza-ugorek-ciesz-sie-przestrzenia-ID41l0G.html#b7c17405d5;2019-07-04 12:08:51.508601;
W POBLI¯U NULLO, 49,4m2 z loggi¹;: Grzegórzki;2 pokoje;399000;50,00;7 980;https://www.otodom.pl/oferta/w-poblizu-nullo-49-4m2-z-loggia-ID41k3i.html#b7c17405d5;2019-07-04 12:08:51.508601;
Mieszkanie, 67 m?, Kraków;: Dêbniki, Ruczaj;3 pokoje;569000;67,00;8 493;https://www.otodom.pl/oferta/mieszkanie-67-m-krakow-ID41m8Q.html#b7c17405d5;2019-07-04 12:08:51.508601;
Kraków Królewska;: ma³opolskie;3 pokoje;663000;67,00;9 896;https://www.otodom.pl/oferta/krakow-krolewska-ID41m64.html#b7c17405d5;2019-07-04 12:08:51.508601;
Bie¿anów- Prokocim - 2 pokoje, nowa inwestycja!;: Bie¿anów-Prokocim, Bie¿anów;2 pokoje;349278;50,62;6 900;https://www.otodom.pl/oferta/biezanow-prokocim-2-pokoje-nowa-inwestycja-ID41kYv.html#b7c17405d5;2019-07-04 12:08:51.509102;
3-pok. na Wroc³awskiej, parking za szlabanem;: Krowodrza, £obzów;3 pokoje;480000;56,65;8 473;https://www.otodom.pl/oferta/3-pok-na-wroclawskiej-parking-za-szlabanem-ID41m5Q.html#b7c17405d5;2019-07-04 12:08:51.509102;
Mieszkanie 51m2 Czy¿yny, Os. Dywizjonu 303;: Nowa Huta, Czy¿yny;2 pokoje;330000;51,00;6 471;https://www.otodom.pl/oferta/mieszkanie-51m2-czyzyny-os-dywizjonu-303-ID41m5c.html#b7c17405d5;2019-07-04 12:08:51.509102;
Pilnie !! 32m2 Tuchowska-Kurdwanów;: Podgórze Duchackie, Kurdwanów;1 pokój;305000;32,00;9 531;https://www.otodom.pl/oferta/pilnie-32m2-tuchowska-kurdwanow-ID41m5a.html#b7c17405d5;2019-07-04 12:08:51.509102;
Funkcjonalne 3 pokoje/ Stare Podgórze / z BALKONEM;: Podgórze, Stare Podgórze;3 pokoje;510000;66,00;7 727;https://www.otodom.pl/oferta/funkcjonalne-3-pokoje-stare-podgorze-z-balkonem-ID41m3C.html#b7c17405d5;2019-07-04 12:08:51.509102;
